customer_id,plan,region,contract_type,tenure_months,monthly_spend,support_tickets,logins_last_30d,churned
563,Pro,West,Monthly,34,79.97,0,13,1
564,Pro,North,Annual,12,12.95,2,13,0
565,Pro,East,Monthly,43,90.72,1,11,0
566,Pro,East,Monthly,41,138.34,0,8,0
567,Pro,North,Monthly,28,127.28,1,16,0
568,Basic,North,Monthly,11,134.93,1,18,0
569,Basic,East,Annual,30,49.41,2,12,0
570,Basic,East,Monthly,40,107.36,0,11,1
571,Basic,East,Monthly,22,58.34,2,19,0
572,Pro,North,Monthly,16,86.73,2,13,0
573,Basic,East,Annual,30,41.81,1,13,0
574,Pro,West,Monthly,21,60.67,1,12,0
575,Pro,North,Monthly,24,59.71,1,19,0
576,Basic,South,Monthly,21,106.96,2,7,0
577,Enterprise,South,Monthly,18,104.02,5,11,0
578,Pro,West,Annual,43,88.3,1,9,0
579,Pro,South,Annual,28,39.49,1,9,0
580,Basic,South,Annual,28,70.65,0,6,0
581,Basic,East,Monthly,39,57.62,1,19,0
582,Basic,North,Monthly,22,106.09,2,12,0
583,Basic,West,Annual,6,115.35,1,10,0
584,Basic,West,Monthly,51,111.69,2,6,1
585,Enterprise,East,Annual,4,57.34,0,8,0
586,Pro,East,Monthly,34,5.0,1,14,0
587,Basic,East,Monthly,16,26.99,2,13,0
588,Basic,West,Monthly,13,122.65,1,10,0
589,Basic,West,Monthly,3,67.96,1,19,0
590,Basic,South,Monthly,54,57.48,2,13,0
591,Enterprise,South,Monthly,26,129.28,2,11,0
592,Basic,East,Monthly,21,117.95,2,11,1
593,Basic,North,Monthly,44,80.73,0,14,0
594,Pro,West,Annual,3,71.2,0,19,0
595,Basic,West,Monthly,34,76.04,1,11,0
596,Basic,East,Annual,30,86.81,3,13,0
597,Pro,South,Monthly,33,128.0,1,9,1
598,Pro,South,Monthly,8,92.67,1,12,1
599,Enterprise,South,Monthly,57,101.78,3,15,0
600,Pro,East,Annual,15,,1,10,0
601,Basic,West,Monthly,41,44.91,2,10,0
602,Pro,East,Annual,45,102.65,2,13,0
603,Enterprise,West,Monthly,21,71.16,3,9,0
604,Pro,West,Annual,8,5.0,2,16,0
605,Enterprise,East,Annual,18,16.15,2,12,0
606,Pro,South,Annual,48,49.46,4,17,0
607,Pro,East,Monthly,54,95.94,2,9,0
608,Basic,South,Annual,56,,0,11,0
609,Pro,East,Monthly,14,85.53,3,9,1
610,Basic,West,Annual,36,138.53,1,11,0
611,Pro,South,Monthly,9,41.93,1,9,0
612,Pro,East,Monthly,42,79.18,3,13,1
613,Enterprise,North,Monthly,25,89.13,3,13,0
614,Enterprise,East,Annual,43,57.91,2,12,0
615,Basic,South,Monthly,41,80.85,2,9,0
616,Pro,South,Monthly,59,32.0,0,12,1
617,Pro,East,Monthly,29,122.3,1,11,0
618,Basic,North,Annual,21,59.55,3,11,0
619,Basic,East,Monthly,32,140.94,0,13,1
620,Basic,East,Monthly,10,79.03,2,17,0
621,Pro,South,Monthly,7,110.84,0,13,0
622,Basic,North,Monthly,31,78.4,0,11,0
623,Enterprise,South,Monthly,49,79.08,1,9,0
624,Basic,North,Annual,32,62.48,2,10,0
625,Enterprise,South,Annual,47,83.57,4,11,0
626,Basic,East,Monthly,11,89.54,2,14,0
627,Pro,North,Monthly,27,56.47,0,9,0
628,Basic,East,Monthly,37,76.25,1,16,0
629,Pro,,Monthly,21,61.7,0,11,0
630,Pro,West,Monthly,1,148.99,0,10,1
631,Enterprise,East,Annual,5,77.31,1,9,0
632,Pro,South,Monthly,55,126.36,1,14,1
633,Basic,East,Monthly,36,74.13,2,9,0
634,Basic,North,Annual,16,87.78,2,18,0
635,Basic,North,Monthly,16,40.36,2,17,0
636,Basic,,Monthly,3,66.59,2,18,1
637,Pro,West,Monthly,56,86.32,1,14,0
638,Pro,North,Monthly,7,127.58,0,19,0
639,Pro,South,Annual,45,86.66,0,8,0
640,Pro,North,Annual,15,121.51,0,11,0
641,Pro,South,Monthly,20,99.22,0,11,1
642,Pro,South,Monthly,17,128.82,2,14,1
643,Basic,South,Monthly,49,78.23,1,14,0
644,Basic,East,Monthly,2,151.71,1,15,1
645,Pro,North,Monthly,21,65.44,1,15,0
646,Pro,West,Monthly,17,57.01,3,11,0
647,Basic,East,Monthly,17,43.7,1,19,0
648,Basic,West,Annual,12,149.93,4,14,1
649,Pro,North,Annual,54,104.58,2,12,0
650,Basic,East,Monthly,23,69.98,0,9,0
651,Basic,West,Monthly,25,117.47,0,11,1
652,Pro,North,Monthly,23,100.63,1,18,0
653,Pro,West,Monthly,58,138.98,0,12,1
654,Basic,South,Monthly,21,33.57,0,11,0
655,Pro,West,Monthly,21,72.04,1,7,0
656,Basic,South,Annual,20,66.12,0,11,0
657,Pro,West,Monthly,20,20.79,1,10,0
658,Basic,North,Monthly,6,111.81,3,12,1
659,Pro,South,Monthly,36,71.89,1,14,0
660,Basic,South,Monthly,2,102.19,1,14,1
661,Basic,North,Monthly,14,150.79,0,14,1
662,Pro,South,Monthly,12,69.4,1,9,0
663,Basic,South,Annual,18,67.37,0,15,0
664,Basic,North,Annual,45,83.56,1,14,0
665,Basic,East,Annual,36,109.62,0,17,0
666,Pro,East,Monthly,59,63.0,0,9,0
667,Pro,West,Monthly,21,61.07,0,10,0
668,Enterprise,East,Monthly,55,111.72,1,16,0
669,Basic,North,Monthly,3,91.36,2,14,1
670,Basic,North,Monthly,30,18.66,2,15,0
671,Basic,South,Annual,48,43.24,0,8,0
672,Pro,South,Monthly,32,125.04,2,6,1
673,Enterprise,North,Monthly,56,92.06,1,9,0
674,Pro,West,Monthly,19,,1,16,1
675,Pro,East,Monthly,2,74.89,2,11,0
676,Basic,East,Monthly,46,80.4,0,8,0
677,Enterprise,North,Monthly,5,102.07,2,14,0
678,Basic,West,Monthly,46,39.25,1,16,0
679,Basic,North,Monthly,44,54.77,3,13,0
680,Basic,South,Annual,50,88.19,1,15,0
681,Basic,South,Monthly,29,77.0,2,12,0
682,Basic,West,Monthly,53,97.16,2,14,0
683,Basic,South,Monthly,11,43.11,3,17,1
684,Basic,North,Annual,26,90.71,5,12,0
685,Pro,South,Monthly,8,112.75,2,10,0
686,Basic,South,Monthly,46,94.6,2,11,0
687,Basic,North,Monthly,43,84.17,2,9,1
688,Enterprise,North,Monthly,48,77.12,0,13,0
689,Pro,North,Monthly,46,54.95,2,14,0
690,Basic,South,Monthly,19,77.84,1,11,0
691,Basic,South,Monthly,5,117.79,3,12,1
692,Pro,South,Annual,55,76.43,2,7,0
693,Basic,East,Monthly,30,53.31,1,8,0
694,Basic,North,Monthly,6,65.23,3,11,0
695,Enterprise,West,Monthly,55,86.03,0,14,1
696,Basic,West,Monthly,59,68.79,2,11,0
697,Pro,North,Monthly,27,94.56,0,5,0
698,Pro,South,Monthly,46,95.69,1,12,0
699,Pro,North,Monthly,3,106.67,1,12,0
700,Basic,South,Annual,6,122.71,1,13,0
701,Basic,South,Monthly,17,109.88,1,18,1
702,Basic,North,Annual,39,51.97,2,8,0
703,Basic,North,Annual,8,52.89,0,14,0
704,Pro,South,Monthly,3,77.73,2,13,0
705,Basic,East,Monthly,40,66.46,0,10,0
706,Pro,South,Monthly,46,45.85,0,10,0
707,Pro,West,Annual,44,66.75,3,10,0
708,Pro,South,Monthly,48,65.76,2,15,0
709,Basic,West,Monthly,48,59.84,0,21,0
710,Basic,North,Monthly,36,70.53,2,17,1
711,Enterprise,East,Annual,31,115.35,2,11,1
712,Pro,West,Monthly,51,85.98,1,19,0
713,Pro,,Monthly,21,154.15,2,15,0
714,Enterprise,West,Monthly,6,85.12,0,10,0
715,Pro,South,Monthly,45,71.3,3,16,0
716,Basic,South,Annual,17,80.12,6,11,1
717,Pro,East,Annual,58,87.69,1,7,0
718,Basic,East,Monthly,25,93.06,2,19,0
719,Pro,North,Monthly,51,142.3,0,8,1
720,Enterprise,West,Annual,3,54.64,5,14,0
721,Basic,East,Monthly,39,105.77,1,18,0
722,Basic,West,Monthly,27,86.23,1,14,0
723,Basic,South,Monthly,28,32.87,3,11,0
724,Enterprise,East,Monthly,16,103.12,1,12,0
725,Basic,South,Annual,58,118.03,1,11,0
726,Basic,West,Monthly,24,54.28,2,11,0
727,Basic,West,Monthly,51,79.73,1,10,0
728,Basic,West,Annual,26,28.24,0,15,0
729,Basic,East,Monthly,3,42.24,0,10,0
730,Basic,West,Annual,52,111.44,3,16,0
731,Basic,South,Monthly,11,66.01,2,19,0
732,Basic,South,Monthly,16,46.74,1,15,1
733,Basic,West,Monthly,51,86.88,2,9,0
734,Basic,North,Monthly,53,64.33,1,11,0
735,Basic,East,Monthly,55,65.88,1,13,0
736,Pro,North,Monthly,26,102.18,2,13,0
737,Basic,East,Annual,45,45.15,0,8,0
738,Basic,South,Annual,20,52.84,1,14,0
739,Basic,South,Monthly,44,84.62,1,13,0
740,Basic,South,Monthly,30,109.08,1,19,0
741,Basic,South,Monthly,4,117.14,2,10,0
742,Basic,South,Monthly,25,,1,11,0
743,Pro,South,Monthly,28,108.12,1,18,1
744,Basic,East,Annual,16,56.48,2,12,0
745,Basic,West,Annual,23,134.79,6,13,0
746,Basic,East,Monthly,30,45.99,2,22,0
747,Basic,East,Annual,3,119.85,1,15,0
748,Basic,West,Monthly,9,60.31,1,13,1
749,Pro,West,Monthly,46,140.4,1,15,0
750,Pro,North,Monthly,21,97.74,0,7,1
751,Basic,East,Monthly,36,49.52,4,8,0
752,Basic,,Monthly,34,64.33,2,10,0
753,Basic,North,Annual,33,103.44,1,15,0
754,Basic,West,Monthly,25,,2,15,0
755,Pro,North,Monthly,29,77.88,2,13,0
756,Basic,West,Monthly,49,81.34,1,15,0
757,Basic,West,Annual,57,102.75,0,15,0
758,Enterprise,West,Monthly,16,83.95,1,14,0
759,Basic,East,Annual,40,41.19,0,10,0
760,Basic,West,Annual,58,55.61,1,10,0
761,Pro,North,Monthly,1,87.05,2,16,1
762,Basic,West,Monthly,47,,1,11,0
763,Basic,North,Monthly,30,128.48,1,17,0
764,Basic,South,Annual,58,103.39,1,14,1
765,Enterprise,North,Monthly,35,88.62,1,15,0
766,Basic,South,Monthly,50,102.46,0,20,1
767,Basic,East,Monthly,10,60.0,3,13,1
768,Basic,South,Monthly,9,,0,13,0
769,Basic,West,Annual,55,55.28,1,12,0
770,Pro,East,Annual,32,42.54,3,16,0
771,Basic,East,Monthly,33,90.01,2,8,0
772,Pro,West,Monthly,11,85.57,1,12,0
773,Pro,South,Monthly,14,100.63,2,12,0
774,Pro,South,Annual,49,96.38,2,17,0
775,Basic,West,Monthly,18,87.28,1,6,1
776,Pro,East,Annual,35,96.7,1,14,0
777,Pro,East,Monthly,19,78.72,2,11,0
778,Basic,South,Monthly,16,92.39,0,12,1
779,Pro,North,Annual,10,58.22,2,14,0
780,Pro,North,Monthly,55,91.09,0,9,0
781,Basic,North,Monthly,56,100.05,2,9,0
782,Enterprise,North,Monthly,7,59.91,0,8,0
783,Basic,East,Monthly,21,81.55,1,13,0
784,Pro,North,Annual,34,61.29,0,7,0
785,Enterprise,East,Annual,23,64.2,0,13,0
786,Basic,West,Annual,43,,2,8,0
787,Pro,West,Monthly,16,117.97,2,19,0
788,Basic,South,Monthly,4,111.97,2,8,0
789,Pro,North,Annual,20,96.12,4,10,0
790,Pro,West,Monthly,36,,2,10,1
791,Basic,North,Annual,11,74.32,1,11,0
792,Basic,East,Monthly,49,170.95,1,12,0
793,Basic,East,Monthly,1,73.17,3,7,0
794,Basic,North,Monthly,4,87.66,1,9,1
795,Basic,East,Monthly,31,68.07,3,12,1
796,Basic,North,Monthly,31,91.17,1,5,0
797,Basic,North,Monthly,18,,1,10,0
798,Basic,West,Annual,16,76.58,2,14,0
799,Pro,West,Monthly,5,133.3,2,12,1
800,Pro,South,Monthly,40,87.17,2,25,0
801,Pro,West,Monthly,23,88.11,0,10,0
802,Basic,West,Annual,8,52.73,2,8,0
803,Pro,West,Monthly,24,92.55,0,13,0
804,Pro,North,Annual,56,75.98,0,9,0
805,Basic,South,Annual,16,61.75,1,6,0
806,Basic,East,Monthly,53,56.71,0,11,0
807,Pro,West,Monthly,16,160.15,2,5,1
808,Basic,West,Annual,11,72.1,0,15,0
809,Basic,South,Monthly,16,36.29,5,15,1
810,Enterprise,North,Annual,20,59.05,2,7,0
811,Basic,West,Monthly,8,78.45,2,9,0
812,Basic,South,Monthly,35,,2,15,0
813,Enterprise,South,Monthly,20,96.64,2,12,1
814,Pro,West,Monthly,43,100.3,3,15,1
815,Basic,East,Annual,29,60.65,2,8,0
816,Pro,South,Monthly,27,90.21,0,8,0
817,Pro,North,Annual,28,53.72,4,9,0
818,Basic,South,Monthly,10,61.41,2,9,0
819,Pro,West,Annual,43,52.47,0,12,0
820,Basic,South,Annual,7,44.35,1,7,1
821,Basic,East,Monthly,43,111.93,2,14,0
822,Pro,South,Monthly,59,100.66,2,15,0
823,Basic,West,Annual,46,109.3,0,8,0
824,Pro,West,Annual,27,81.18,1,12,0
825,Pro,East,Monthly,19,103.3,2,15,0
826,Basic,West,Monthly,52,27.16,3,14,1
827,Pro,East,Annual,16,105.89,1,7,0
828,Basic,South,Monthly,29,85.31,0,9,1
829,Pro,East,Monthly,46,98.81,1,11,0
830,Basic,West,Monthly,55,91.4,0,15,0
831,Pro,West,Monthly,55,50.39,1,12,0
832,Pro,North,Annual,6,35.06,1,15,1
833,Basic,East,Monthly,53,58.64,1,8,0
834,Pro,North,Annual,7,96.95,3,13,0
835,Pro,East,Monthly,35,100.7,1,15,0
836,Pro,East,Monthly,55,38.96,0,14,0
837,Pro,South,Monthly,39,50.57,1,7,0
838,Enterprise,West,Monthly,56,58.3,3,9,0
839,Basic,West,Annual,21,69.28,1,11,0
840,Basic,North,Monthly,19,39.14,2,13,0
841,Basic,North,Annual,20,37.34,2,9,0
842,Pro,North,Monthly,21,55.34,1,11,0
843,Basic,West,Monthly,41,82.59,0,13,0
844,Basic,East,Monthly,27,,1,14,0
845,Basic,East,Annual,44,76.53,5,14,0
846,Pro,West,Monthly,25,111.76,3,11,1
847,Basic,West,Monthly,19,40.95,2,16,0
848,Pro,North,Monthly,12,73.81,2,13,0
849,Basic,North,Monthly,33,110.74,2,20,0
850,Enterprise,South,Monthly,54,67.45,0,14,0
851,Basic,South,Monthly,51,62.79,0,13,0
852,Basic,East,Annual,15,114.9,3,10,0
853,Pro,North,Monthly,29,70.81,3,10,1
854,Enterprise,South,Monthly,42,113.13,0,13,1
855,Basic,North,Monthly,37,92.87,2,12,0
856,Basic,North,Annual,4,69.71,1,7,0
857,Pro,North,Monthly,35,94.39,0,8,0
858,Pro,North,Monthly,3,89.61,2,7,1
859,Basic,East,Annual,7,110.63,2,15,0
860,Basic,South,Monthly,39,63.55,4,19,0
861,Pro,South,Monthly,7,81.24,0,16,0
862,Pro,South,Monthly,21,78.15,0,11,1
863,Pro,East,Monthly,35,101.12,2,13,1
864,Pro,,Annual,39,49.24,0,6,1
865,Basic,East,Annual,27,110.51,1,11,0
866,Enterprise,East,Annual,6,93.99,0,14,0
867,Pro,East,Annual,48,40.49,4,8,0
868,Pro,East,Annual,57,116.25,2,8,0
869,Basic,North,Monthly,53,147.02,3,8,1
870,Basic,West,Monthly,45,110.06,4,15,0
871,Pro,North,Monthly,24,122.81,4,16,1
872,Basic,South,Annual,52,82.56,0,11,0
873,Enterprise,East,Annual,29,30.15,0,7,1
874,Basic,South,Annual,9,24.68,3,12,0
875,Pro,North,Monthly,51,87.65,2,9,0
876,Pro,West,Monthly,19,62.24,0,9,0
877,Basic,North,Annual,56,52.56,1,16,0
878,Basic,North,Monthly,22,78.12,1,5,0
879,Pro,West,Monthly,52,98.47,0,6,0
880,Pro,East,Monthly,32,,0,11,0
881,Basic,North,Monthly,28,66.53,4,12,1
882,Pro,West,Monthly,18,125.3,1,8,0
883,Enterprise,West,Annual,50,47.74,2,13,0
884,Basic,North,Annual,4,106.09,1,12,0
885,Basic,South,Monthly,28,65.46,1,15,0
886,Basic,South,Monthly,22,96.37,0,15,0
887,Basic,North,Annual,33,112.92,3,15,0
888,Basic,North,Monthly,16,102.24,4,11,1
889,Basic,North,Monthly,40,107.27,4,9,1
890,Pro,North,Monthly,23,45.45,2,10,0
891,Basic,South,Monthly,12,113.41,0,15,1
892,Enterprise,South,Monthly,12,54.42,4,19,1
893,Basic,North,Annual,42,87.79,1,11,0
894,Basic,South,Monthly,16,87.75,3,11,1
895,Pro,North,Monthly,19,,3,11,1
896,Pro,West,Monthly,37,90.11,2,13,0
897,Basic,North,Annual,20,54.69,3,11,0
898,Basic,West,Monthly,23,39.5,1,12,0
899,Basic,East,Monthly,15,106.17,1,11,1
900,Basic,West,Monthly,21,85.58,3,11,0
901,Basic,East,Annual,41,114.48,1,11,0
902,Basic,South,Annual,32,78.66,1,13,0
903,Basic,East,Monthly,59,37.85,3,9,0
904,Basic,South,Monthly,46,108.98,1,11,1
905,Enterprise,North,Monthly,1,68.89,1,7,0
906,Pro,South,Annual,23,90.26,2,15,0
907,Basic,South,Annual,18,60.58,0,11,0
908,Basic,North,Annual,35,129.33,1,10,0
909,Basic,North,Monthly,16,53.7,1,12,0
910,Basic,West,Monthly,58,69.88,3,14,1
911,Pro,East,Monthly,18,83.22,0,9,0
912,Pro,South,Annual,31,47.23,3,14,0
913,Enterprise,West,Monthly,8,89.92,1,11,1
914,Enterprise,North,Monthly,54,128.36,3,12,0
915,Enterprise,South,Annual,54,65.29,1,18,0
916,Enterprise,West,Monthly,47,91.85,0,16,0
917,Basic,East,Annual,21,5.0,3,16,0
918,Basic,South,Monthly,4,78.83,2,10,0
919,Basic,South,Monthly,42,70.61,0,14,0
920,Pro,North,Monthly,26,55.45,1,12,0
921,Basic,North,Monthly,59,112.44,0,13,0
922,Pro,North,Annual,42,70.21,0,13,0
923,Pro,West,Monthly,32,74.68,0,17,0
924,Basic,East,Monthly,59,68.68,2,8,0
925,Basic,South,Monthly,48,22.5,1,11,0
926,Basic,West,Annual,28,46.04,1,16,0
927,Basic,North,Annual,2,108.83,3,17,0
928,Pro,North,Annual,6,16.7,1,12,0
929,Pro,South,Monthly,27,57.01,1,7,0
930,Pro,West,Monthly,34,68.01,4,14,0
931,Basic,East,Monthly,2,132.31,1,11,0
932,Basic,West,Monthly,8,103.06,2,17,0
933,Basic,North,Monthly,42,63.28,1,14,0
934,Pro,West,Monthly,45,119.14,0,14,0
935,Pro,North,Monthly,2,57.78,3,18,1
936,Basic,North,Annual,30,110.27,1,14,0
937,Enterprise,East,Monthly,5,39.23,0,11,0
938,Basic,North,Annual,43,112.2,1,12,0
939,Pro,,Annual,50,67.82,1,17,1
940,Basic,,Monthly,52,49.14,1,10,0
941,Basic,East,Monthly,36,,3,7,0
942,Pro,South,Annual,38,88.32,1,10,0
943,Basic,North,Monthly,55,65.16,2,10,0
944,Basic,East,Monthly,37,96.62,0,9,0
945,Basic,East,Monthly,27,62.51,3,6,0
946,Basic,West,Annual,45,98.61,2,12,0
947,Pro,East,Annual,35,93.27,1,8,0
948,Pro,North,Annual,50,78.17,1,10,0
949,Pro,North,Monthly,31,66.76,2,14,0
950,Basic,,Monthly,52,84.55,2,9,0
951,Basic,North,Annual,3,96.51,1,14,1
952,Basic,West,Annual,3,141.85,1,15,1
953,Basic,North,Monthly,6,108.18,2,12,1
954,Basic,East,Annual,33,109.28,1,7,0
955,Enterprise,West,Annual,42,172.66,1,9,0
956,Pro,South,Monthly,13,95.48,2,12,0
957,Pro,North,Monthly,10,94.54,0,14,0
958,Basic,West,Monthly,51,101.12,1,7,0
959,Basic,North,Annual,45,49.73,0,9,0
960,Basic,East,Monthly,39,66.68,0,12,0
961,Basic,West,Monthly,29,64.81,1,10,0
962,Basic,East,Monthly,25,99.43,1,12,0
963,Basic,North,Annual,2,74.77,1,14,0
964,Basic,West,Annual,12,84.15,2,8,0
965,Enterprise,North,Annual,53,112.62,0,16,0
966,Basic,East,Monthly,21,105.89,3,12,0
967,Enterprise,East,Monthly,42,75.15,2,11,0
968,Basic,South,Monthly,42,59.9,2,8,0
969,Pro,South,Monthly,19,114.06,2,13,0
970,Basic,North,Monthly,13,103.22,1,17,0
971,Basic,West,Annual,41,,2,9,0
972,Basic,North,Monthly,6,70.61,0,10,0
973,Basic,South,Monthly,30,84.97,4,11,1
974,Enterprise,East,Monthly,53,103.36,4,12,0
975,Basic,East,Annual,42,107.3,0,10,0
976,Pro,East,Monthly,46,88.52,1,9,0
977,Basic,East,Monthly,5,97.56,0,9,1
978,Basic,East,Monthly,12,81.92,3,11,0
979,Basic,West,Monthly,17,59.78,3,10,0
980,Basic,South,Monthly,18,72.16,1,12,1
981,Enterprise,West,Monthly,12,80.57,0,12,1
982,Pro,West,Annual,58,78.96,0,9,0
983,Pro,West,Monthly,10,23.43,5,10,0
984,Basic,West,Monthly,42,68.08,3,14,1
985,Basic,West,Monthly,35,81.69,0,12,0
986,Enterprise,North,Monthly,37,71.56,1,13,0
987,Basic,West,Monthly,13,72.6,1,8,0
988,Basic,East,Monthly,19,94.64,0,8,1
989,Basic,South,Annual,36,47.63,0,12,0
990,Pro,East,Annual,18,31.16,4,15,0
991,Pro,South,Annual,41,69.55,1,11,0
992,Pro,East,Monthly,3,102.92,0,15,0
993,Pro,West,Annual,5,130.63,3,15,0
994,Basic,North,Annual,43,103.46,1,12,0
995,Enterprise,South,Monthly,37,35.95,1,12,0
996,Basic,West,Monthly,3,73.03,2,12,0
997,Pro,South,Annual,54,87.7,1,13,0
998,Basic,West,Annual,1,85.33,0,10,1
999,Enterprise,North,Monthly,57,96.18,0,11,1
1000,Basic,East,Monthly,44,52.49,4,13,1
1001,Basic,West,Monthly,59,81.95,0,9,0
1002,Basic,West,Monthly,56,92.61,1,19,0
1003,Basic,North,Annual,19,104.77,2,7,0
1004,Basic,West,Monthly,45,55.83,1,15,0
1005,Pro,South,Annual,13,69.65,1,10,0
1006,Basic,South,Annual,28,5.0,0,15,0
1007,Enterprise,South,Monthly,15,61.36,0,7,0
1008,Basic,East,Annual,29,64.27,3,10,0
1009,Pro,East,Annual,52,49.41,0,10,0
1010,Basic,South,Monthly,26,84.97,1,11,1
1011,Pro,North,Monthly,6,78.32,0,12,0
1012,Pro,West,Annual,20,12.22,1,13,0
1013,Basic,North,Monthly,47,86.47,0,9,1
1014,Enterprise,North,Monthly,31,52.15,2,14,1
1015,Basic,East,Monthly,34,94.57,2,16,0
1016,Basic,South,Monthly,26,41.54,0,12,0
1017,Pro,East,Monthly,18,80.9,3,11,1
1018,Pro,West,Monthly,36,71.51,0,8,0
1019,Basic,North,Monthly,38,89.09,2,12,0
1020,Basic,South,Monthly,53,83.74,1,17,0
1021,Pro,East,Annual,37,72.35,5,18,0
1022,Pro,West,Monthly,59,33.91,1,13,0
1023,Enterprise,East,Annual,49,35.68,0,16,0
1024,Basic,South,Annual,5,62.48,1,10,0
1025,Pro,East,Monthly,24,79.75,3,12,1
1026,Basic,West,Monthly,23,61.75,0,12,1
1027,Enterprise,South,Monthly,1,,1,17,1
1028,Basic,West,Annual,11,,0,11,0
1029,Pro,West,Monthly,45,51.05,2,11,0
1030,Basic,South,Monthly,21,71.66,0,14,0
1031,Pro,North,Monthly,9,86.78,1,8,1
1032,Pro,West,Monthly,17,89.75,0,14,0
1033,Basic,North,Annual,17,136.35,1,15,1
1034,Enterprise,South,Annual,11,59.93,1,9,0
1035,Basic,North,Monthly,6,77.8,1,10,0
1036,Pro,East,Monthly,46,92.78,1,9,0
1037,Basic,South,Monthly,49,79.3,1,9,1
1038,Basic,East,Monthly,30,64.98,0,17,0
1039,Basic,,Monthly,37,33.52,1,15,0
1040,Basic,West,Monthly,55,64.67,0,15,1
1041,Basic,West,Annual,50,47.79,0,12,0
1042,Pro,North,Monthly,2,,3,12,1
1043,Pro,South,Annual,57,56.13,2,13,0
1044,Pro,North,Monthly,4,48.59,2,11,0
1045,Basic,West,Monthly,2,97.51,1,11,1
1046,Basic,East,Monthly,24,98.03,0,13,0
1047,Basic,South,Monthly,45,52.88,1,5,0
1048,Pro,East,Monthly,5,72.19,0,16,0
1049,Pro,East,Annual,18,24.25,3,13,0
1050,Basic,South,Annual,16,65.17,3,11,0
1051,Pro,South,Annual,24,91.97,1,14,0
1052,Basic,North,Monthly,59,104.75,3,15,0
1053,Basic,South,Monthly,20,58.61,1,10,0
1054,Basic,South,Monthly,13,111.56,3,14,1
1055,Basic,West,Annual,8,34.53,1,13,0
1056,Pro,West,Annual,12,42.57,3,10,0
1057,Enterprise,West,Monthly,8,101.29,2,13,0
1058,Basic,North,Annual,34,130.13,3,15,0
1059,Basic,West,Monthly,25,94.8,0,17,0
1060,Pro,South,Monthly,30,78.79,1,13,0
1061,Enterprise,South,Monthly,50,14.14,2,10,0
1062,Pro,West,Monthly,35,19.33,3,12,1
1063,Basic,West,Annual,10,83.88,1,12,0
1064,Pro,North,Annual,23,69.26,0,9,0
1065,Basic,South,Monthly,19,46.82,2,13,0
1066,Enterprise,East,Monthly,49,81.97,0,12,0
1067,Basic,East,Monthly,19,83.45,1,15,0
1068,Pro,South,Monthly,9,108.33,2,15,0
1069,Basic,East,Monthly,44,84.1,1,14,0
1070,Basic,West,Monthly,26,116.85,2,12,0
1071,Pro,North,Monthly,6,,1,14,0
1072,Pro,East,Monthly,41,76.54,0,12,0
1073,Basic,,Monthly,13,111.93,1,14,0
1074,Enterprise,West,Annual,52,50.65,1,10,0
1075,Pro,South,Monthly,50,164.43,1,16,1
1076,Basic,North,Monthly,22,91.26,1,11,0
1077,Basic,,Monthly,33,91.42,3,5,1
1078,Basic,East,Annual,34,95.75,1,13,0
1079,Pro,,Monthly,39,136.31,3,13,1
1080,Basic,West,Monthly,5,103.78,1,7,1
1081,Basic,,Annual,20,31.85,0,12,0
1082,Enterprise,North,Annual,11,122.1,1,13,0
1083,Enterprise,West,Monthly,42,69.77,0,15,0
1084,Pro,North,Monthly,5,83.21,3,10,0
1085,Enterprise,South,Annual,31,41.62,1,12,0
1086,Pro,North,Monthly,43,95.79,1,14,0
1087,Pro,South,Monthly,56,60.46,3,14,0
1088,Pro,West,Monthly,17,83.01,1,12,1
1089,Basic,South,Monthly,1,71.48,1,9,0
1090,Basic,East,Monthly,43,137.75,0,19,1
1091,Basic,North,Monthly,1,139.47,3,15,1
1092,Pro,East,Monthly,4,81.4,1,12,1
1093,Basic,South,Monthly,59,81.92,0,9,0
1094,Basic,East,Monthly,51,68.8,1,17,1
1095,Pro,West,Annual,42,113.18,1,9,0
1096,Basic,East,Monthly,50,70.13,0,8,0
1097,Basic,North,Monthly,5,67.36,1,13,1
1098,Pro,South,Monthly,6,109.36,2,14,0
1099,Pro,North,Monthly,18,63.85,1,12,0
1100,Basic,South,Monthly,2,78.87,1,10,1
1101,Basic,North,Monthly,53,32.56,4,21,0
1102,Basic,East,Annual,4,101.13,5,15,0
1103,Pro,South,Monthly,33,,3,13,1
1104,Pro,North,Annual,51,101.64,1,11,0
1105,Basic,North,Annual,44,123.85,2,17,0
1106,Pro,West,Monthly,14,54.62,1,6,0
1107,Basic,West,Monthly,28,87.09,2,6,0
1108,Basic,West,Annual,33,51.71,1,24,0
1109,Enterprise,North,Monthly,46,73.17,2,14,0
1110,Basic,South,Annual,26,103.17,2,13,0
1111,Basic,West,Annual,17,83.05,2,13,0
1112,Basic,East,Monthly,47,37.62,1,13,0
1113,Pro,North,Annual,53,40.55,1,14,0
1114,Enterprise,North,Monthly,29,38.57,1,13,0
1115,Enterprise,South,Monthly,2,94.74,2,9,0
1116,Basic,,Monthly,30,141.92,1,17,0
1117,Basic,North,Monthly,53,120.87,3,10,1
1118,Pro,West,Annual,59,23.12,1,18,0
1119,Basic,East,Annual,24,122.63,1,6,0
1120,Pro,West,Monthly,9,108.09,5,12,1
