order_date,category,channel,units_sold,unit_price,discount_pct,marketing_spend,revenue
2023-02-04,Apparel,Online,102,30.59,0,754.32,3603.32
2023-11-30,Home,Wholesale,284,30.43,15,577.09,7429.07
2024-08-04,Home,Online,379,20.13,15,309.07,6416.59
2024-07-13,Home,Retail,390,33.26,15,555.54,10778.57
2023-04-28,Home,Retail,120,18.44,5,713.6,2773.37
2023-09-05,Apparel,Retail,36,10.3,20,845.84,1569.61
2024-08-14,Electronics,Retail,105,40.26,15,550.12,3636.83
2024-04-14,Home,Online,411,12.51,0,711.93,6095.05
2023-12-03,Electronics,Online,140,29.39,20,258.08,3507.79
2023-07-02,Electronics,Wholesale,38,16.2,5,492.82,746.71
2024-04-02,Home,Wholesale,302,36.27,15,433.0,10476.74
2023-12-14,Toys,Online,441,37.63,10,568.51,14891.01
2023-11-11,Home,Retail,119,30.29,5,822.24,3416.35
2024-07-10,Electronics,Retail,31,37.46,0,549.98,1669.63
2023-08-15,Toys,Retail,78,25.07,0,312.46,1758.83
2024-01-11,Grocery,Wholesale,72,47.34,0,247.31,3914.66
2023-01-27,Apparel,Retail,110,32.46,10,829.16,4147.84
2024-03-02,Apparel,Online,98,15.99,15,602.76,1212.34
2023-11-25,Toys,Retail,322,25.7,0,589.62,8136.83
2024-06-09,Home,Online,119,23.47,0,431.25,3203.29
2023-07-19,Electronics,Online,278,22.5,10,553.57,6248.72
2024-07-09,Apparel,Retail,206,8.43,0,302.61,2059.83
2023-12-12,Apparel,Retail,330,28.87,0,577.44,9751.27
2023-05-05,Home,Online,331,11.14,0,265.03,4149.0
2023-04-07,Apparel,Retail,300,3.0,5,428.14,1088.13
2023-04-28,Home,Online,447,21.56,5,371.42,10676.01
2023-07-01,Apparel,Online,106,17.44,15,0.0,1465.69
2023-11-27,Grocery,Retail,267,16.38,0,430.65,4754.84
2024-06-04,Home,Retail,203,3.0,0,320.23,859.58
2024-08-20,Toys,Retail,270,16.49,10,457.92,3547.88
2024-02-11,Toys,Online,78,23.26,20,500.34,1747.39
2023-10-22,Apparel,Retail,166,18.66,0,853.59,3635.48
2024-01-03,Electronics,Online,471,28.87,15,560.94,12046.11
2023-07-18,Home,Wholesale,402,38.93,10,566.82,13884.82
2023-05-27,Apparel,Online,218,30.16,15,599.12,6868.18
2023-11-19,Toys,Wholesale,64,35.26,5,674.36,2195.19
2024-05-11,Home,Online,327,36.09,0,590.86,12957.59
2023-02-08,Apparel,Online,157,14.81,0,556.34,2731.21
2023-03-08,Apparel,Online,171,29.39,10,642.25,5729.54
2023-04-17,Toys,Retail,57,34.95,15,14.67,1875.02
2023-05-06,Electronics,Wholesale,151,20.64,5,917.81,3594.3
2023-03-31,Toys,Retail,114,17.09,0,817.95,3199.6
2023-03-20,Apparel,Online,26,30.3,0,543.43,1387.12
2023-01-17,Toys,Online,297,10.18,5,217.4,3287.12
2023-07-29,Home,Retail,485,14.12,15,742.07,6144.36
2024-03-09,Home,Online,71,18.33,0,361.22,1381.86
2023-04-05,Apparel,Wholesale,35,29.51,10,606.77,1645.0
2023-07-15,Grocery,Online,59,27.19,5,243.42,1938.84
2024-08-06,Grocery,Retail,277,35.32,15,945.28,8683.81
2023-04-12,Home,Retail,414,15.78,10,211.56,7132.34
2024-08-15,Home,Online,161,15.25,0,513.8,2761.07
2023-11-04,Home,Online,67,30.24,10,75.56,1134.8
2024-03-10,Home,Wholesale,57,17.01,10,491.76,1383.73
2023-07-14,Toys,Online,307,18.96,15,414.94,4835.8
2023-07-14,Electronics,Retail,184,6.43,5,727.44,2054.95
2023-08-24,Apparel,Wholesale,182,27.91,0,414.92,5145.31
2023-03-18,Toys,Online,126,40.41,5,727.72,5837.78
2023-07-09,Grocery,Wholesale,449,14.71,10,295.18,6053.84
2024-06-20,Apparel,Online,193,35.22,0,443.61,7412.23
2023-01-03,Home,Retail,356,24.41,20,447.62,7634.09
2023-12-10,Electronics,Online,373,7.35,0,599.12,2571.16
2024-02-17,Electronics,Retail,39,16.05,15,573.67,386.77
2023-03-26,Toys,Online,131,15.44,5,644.45,2735.04
2023-03-08,Grocery,Online,448,21.83,0,553.37,10803.64
2023-11-28,Electronics,Online,442,29.2,5,632.26,11818.92
2023-05-12,Grocery,Online,212,43.49,5,320.43,10197.83
2024-08-09,Home,Retail,86,10.69,15,577.76,1541.01
2023-04-25,Home,Online,156,20.15,5,821.64,3868.03
2023-03-20,Toys,Online,475,16.04,0,164.0,8915.87
2023-07-18,Toys,Online,339,12.32,15,597.8,4075.68
2023-07-19,Electronics,Online,46,25.95,5,635.36,1239.5
2023-04-07,Apparel,Online,361,25.01,0,792.24,11284.82
2024-02-03,Apparel,Online,82,6.86,15,645.21,1116.21
2023-07-28,Toys,Retail,158,25.18,0,520.06,3951.29
2023-11-13,Grocery,Retail,245,12.95,0,586.01,3332.78
2023-05-26,Grocery,Retail,182,25.12,5,352.99,4967.68
2023-02-27,Electronics,Online,352,37.69,5,422.41,14764.0
2023-02-06,Toys,Wholesale,86,29.63,5,232.86,2714.75
2023-02-01,Home,Retail,439,26.78,15,797.41,11483.1
2024-06-06,Apparel,Retail,300,19.71,0,590.03,6563.33
2023-06-08,Home,Online,159,25.67,20,316.78,3430.91
2023-07-03,Home,Online,478,30.63,0,554.27,15084.07
2023-12-14,Apparel,Online,244,29.64,0,731.87,7231.42
2023-02-27,Toys,Online,214,24.01,0,698.56,6584.76
2023-12-27,Toys,Retail,20,27.17,0,314.47,966.69
2023-11-09,Electronics,Online,498,11.83,5,0.0,4710.24
2024-04-19,Toys,Online,424,17.66,15,579.08,7797.85
2023-03-15,Home,Online,96,32.08,10,322.63,3196.36
2023-01-11,Grocery,Online,474,33.42,10,624.47,14677.51
2024-04-08,Grocery,Online,400,25.94,0,690.05,12291.68
2023-08-11,Home,Online,216,39.79,15,722.73,7167.17
2023-02-06,Grocery,Retail,464,30.08,0,848.95,16037.07
2023-11-30,Grocery,Online,283,22.67,10,747.27,5973.21
2023-10-06,Toys,Retail,347,12.8,10,849.91,4352.33
2024-07-24,Home,Wholesale,99,39.39,0,775.81,3996.99
2024-07-20,Grocery,Wholesale,63,32.7,5,793.24,2382.63
2023-11-20,Toys,Retail,268,42.98,15,491.83,9720.76
2023-04-06,Toys,Online,170,46.67,0,242.13,8734.5
2024-03-24,Electronics,Retail,491,12.13,10,996.45,6819.5
2023-05-01,Home,Wholesale,51,12.16,20,512.59,649.68
2024-05-17,Home,Online,383,3.0,0,745.74,1806.66
2023-12-27,Grocery,Online,304,34.18,0,389.95,10458.5
2023-08-01,Grocery,Retail,440,31.56,5,692.78,12939.39
2024-08-10,Toys,Online,499,25.98,10,11.01,10632.92
2023-11-05,Home,Retail,436,12.74,5,417.91,4567.68
2023-08-20,Grocery,Online,193,24.11,5,480.32,4130.49
2023-04-24,Toys,Online,350,26.85,0,592.52,11175.11
2024-01-25,Electronics,Retail,89,32.83,20,714.4,3277.01
2023-06-11,Grocery,Retail,248,27.73,15,281.17,7104.92
2023-04-02,Apparel,Retail,141,31.64,5,631.99,5590.29
2023-03-12,Toys,Retail,132,23.76,20,745.33,3155.19
2024-01-20,Home,Wholesale,289,36.81,10,969.18,10805.88
2024-07-06,Grocery,Online,72,31.32,20,641.33,2346.4
2023-06-01,Grocery,Wholesale,288,13.13,0,408.1,4237.29
2023-05-11,Apparel,Online,206,38.89,0,245.65,9281.29
2024-01-03,Home,Online,122,37.26,15,865.84,3905.02
2023-03-27,Grocery,Retail,285,29.65,5,647.47,9910.79
2023-02-23,Grocery,Online,377,27.81,0,495.6,11997.6
2024-01-18,Apparel,Wholesale,308,41.59,10,176.04,12163.62
2023-11-11,Toys,Online,53,8.67,5,313.76,1077.45
2023-01-18,Electronics,Online,285,37.41,0,626.26,11271.73
2023-05-23,Apparel,Online,315,20.24,0,570.77,7516.59
2023-04-30,Toys,Retail,344,35.95,5,110.73,13627.22
2024-02-14,Grocery,Retail,218,26.2,0,626.52,6862.85
2024-02-04,Home,Online,56,12.57,0,186.31,428.51
2024-03-24,Home,Online,72,20.03,5,770.8,2595.69
2023-03-01,Toys,Online,172,35.22,10,541.71,6524.03
2024-05-23,Apparel,Online,320,22.9,5,407.32,7773.09
2023-05-06,Apparel,Retail,372,18.79,0,698.03,8322.45
2024-08-18,Home,Retail,339,18.72,10,570.7,5419.94
2024-06-07,Toys,Online,162,31.42,0,764.99,5646.8
2023-10-03,Home,Online,225,42.51,0,516.1,8593.31
2024-04-16,Grocery,Retail,32,3.59,0,527.76,374.53
2024-02-07,Toys,Online,401,53.01,10,442.95,21432.06
2024-04-09,Toys,Online,183,27.04,0,552.59,6279.65
2023-01-12,Home,Retail,259,30.8,5,839.59,8970.71
2023-02-20,Home,Online,230,20.64,5,399.45,5286.14
2024-06-27,Electronics,Online,150,24.96,10,629.59,3663.8
2024-04-13,Electronics,Online,92,26.93,10,323.91,2374.55
2024-01-05,Home,Retail,477,14.51,15,86.65,6686.21
2023-07-07,Grocery,Online,68,16.94,10,541.49,1654.19
2023-09-10,Toys,Retail,472,36.85,0,574.08,15203.16
2023-08-24,Home,Online,65,9.48,0,477.99,1433.1
2023-09-18,Home,Online,56,29.41,0,200.8,1973.5
2024-01-12,Toys,Retail,452,21.29,0,560.86,9962.25
2024-03-30,Apparel,Online,473,15.39,0,553.26,8587.68
2023-08-19,Electronics,Online,448,44.72,0,322.24,18030.64
2024-05-15,Toys,Online,389,15.45,10,229.3,5854.66
2023-02-24,Home,Retail,251,13.7,10,449.52,3802.03
2024-04-29,Electronics,Online,62,23.13,0,630.59,2341.56
2024-02-10,Apparel,Retail,299,17.31,5,583.33,5449.71
2023-11-03,Apparel,Online,264,25.06,0,323.83,6126.66
2023-08-14,Apparel,Online,370,26.55,5,527.39,9154.54
2023-08-11,Home,Online,27,27.35,5,677.43,1296.19
2023-08-05,Toys,Online,47,23.76,0,265.47,1213.03
2024-07-21,Grocery,Retail,298,17.98,0,512.63,5291.75
2023-01-17,Toys,Online,429,31.43,20,767.93,12116.83
2024-01-16,Toys,Wholesale,467,23.88,5,245.01,10869.19
2024-08-16,Apparel,Online,288,20.04,5,731.11,5551.97
2023-11-23,Electronics,Retail,190,39.8,0,823.84,7535.07
2024-01-19,Electronics,Online,241,23.79,0,455.56,6711.63
2023-12-25,Grocery,Retail,259,35.92,0,431.4,9323.83
2023-10-31,Apparel,Online,313,37.27,20,706.62,8531.58
2024-01-13,Grocery,Retail,121,37.88,0,462.77,4733.61
2024-06-26,Home,Wholesale,200,31.91,0,29.37,6612.76
2024-03-03,Toys,Retail,275,24.99,20,480.24,6483.62
2024-05-24,Home,Online,426,24.36,5,594.08,10966.82
2023-11-28,Toys,Retail,403,22.56,0,648.02,8641.85
2024-04-09,Apparel,Online,379,3.33,5,323.87,1797.03
2024-06-09,Grocery,Online,115,32.19,5,446.04,3734.44
2023-05-08,Home,Online,209,27.44,20,695.38,5395.65
2024-05-30,Electronics,Retail,281,33.26,0,488.0,10730.98
2024-02-16,Apparel,Online,484,23.83,10,194.25,11612.07
2023-09-23,Apparel,Retail,183,31.65,0,747.53,5815.9
2024-04-09,Electronics,Retail,459,11.22,10,457.18,5580.42
2023-04-12,Toys,Online,376,13.31,10,718.24,5742.59
2024-02-24,Apparel,Online,320,3.0,10,220.91,1192.74
2023-12-12,Home,Retail,353,23.66,15,475.8,7549.79
2024-06-16,Home,Online,398,17.27,10,601.95,7290.43
2024-01-08,Home,Online,352,15.97,0,482.57,6469.14
2023-11-12,Grocery,Online,339,28.35,0,263.4,8552.33
2023-11-11,Toys,Wholesale,195,20.74,0,22.64,3304.88
2023-11-29,Toys,Online,219,10.67,5,804.65,2916.45
2024-06-18,Toys,Online,303,50.45,0,549.61,16633.15
2024-04-16,Home,Online,423,24.63,10,733.36,11667.77
2023-02-25,Grocery,Online,329,14.17,10,685.73,5265.0
2023-11-16,Electronics,Wholesale,494,18.3,20,619.37,7184.29
2023-06-22,Toys,Retail,343,23.27,5,435.73,8342.19
2023-04-09,Electronics,Retail,209,23.25,10,597.95,5546.64
2024-06-03,Electronics,Retail,291,38.02,10,786.51,11327.73
2024-05-29,Toys,Online,315,24.21,20,516.6,7030.72
2024-07-17,Grocery,Retail,434,43.55,10,880.34,16769.18
2023-08-25,Electronics,Wholesale,135,20.68,0,200.12,2409.04
2023-09-13,Toys,Retail,131,29.26,0,178.62,3217.71
2024-04-11,Electronics,Retail,108,35.22,20,697.62,3570.09
2023-04-26,Electronics,Online,37,36.95,10,336.25,1710.46
2023-02-02,Toys,Retail,340,38.12,10,908.67,13320.26
2023-09-10,Apparel,Online,481,22.28,10,767.47,9133.66
2024-01-13,Apparel,Retail,310,24.95,10,817.51,8224.84
2023-10-01,Grocery,Online,39,3.0,10,676.89,1028.31
2023-05-07,Grocery,Retail,188,23.04,15,315.68,4811.3
2023-11-08,Home,Wholesale,452,35.91,15,168.13,12062.5
2024-07-19,Toys,Retail,35,33.97,0,799.06,1343.17
2023-06-14,Electronics,Online,310,24.14,0,200.09,8257.84
2023-08-29,Toys,Retail,225,41.99,0,816.98,9320.27
2023-07-07,Apparel,Wholesale,460,21.16,5,633.92,10092.79
2023-06-26,Grocery,Retail,261,17.84,10,484.75,4784.64
2024-01-29,Apparel,Wholesale,286,20.32,10,588.41,5477.44
2023-08-13,Apparel,Retail,363,13.78,5,593.06,4861.37
2024-01-09,Apparel,Wholesale,412,31.22,0,459.52,13694.41
2023-01-12,Home,Online,262,27.88,5,785.14,8156.42
2024-02-02,Toys,Online,363,31.1,10,778.28,12031.33
2023-03-05,Electronics,Retail,404,20.86,5,531.13,9774.64
2023-08-15,Grocery,Wholesale,267,24.42,0,380.0,5971.8
2024-06-07,Toys,Online,360,3.22,0,761.19,1528.15
2023-07-21,Grocery,Online,188,28.76,5,95.49,5121.05
2024-02-23,Toys,Online,183,25.99,5,588.78,5294.53
2023-07-30,Electronics,Retail,11,13.99,10,647.92,1089.64
2024-06-25,Apparel,Wholesale,337,23.95,15,334.33,6716.0
2024-07-24,Home,Retail,132,22.42,0,694.76,3511.58
2024-06-29,Home,Online,408,42.64,0,494.72,17961.69
2023-08-26,Apparel,Online,476,14.39,0,390.86,6263.02
2023-07-10,Apparel,Wholesale,439,28.31,0,692.64,12437.02
2023-12-30,Toys,Online,144,14.09,5,282.86,1529.05
2024-05-05,Apparel,Online,329,19.42,0,673.84,7561.58
2023-11-10,Toys,Online,378,27.77,0,103.53,9210.52
2024-03-18,Electronics,Retail,257,22.89,10,557.14,6847.12
2024-06-09,Home,Online,259,24.94,0,508.77,6983.8
2024-03-27,Grocery,Online,224,28.33,10,392.06,7015.15
2023-08-10,Toys,Online,161,20.06,0,577.92,3000.71
2023-05-30,Grocery,Wholesale,290,33.84,0,484.09,11128.41
2023-09-18,Electronics,Online,495,21.95,0,710.94,9173.1
2023-12-12,Grocery,Online,117,24.02,0,612.03,3791.49
2024-05-20,Apparel,Online,33,28.61,0,590.54,1467.2
2023-06-30,Toys,Online,37,27.27,10,558.37,520.24
2023-04-07,Grocery,Retail,295,31.44,15,405.57,9169.59
2023-07-09,Electronics,Retail,142,28.17,0,439.64,4013.23
2023-12-23,Apparel,Online,236,29.69,0,549.64,7101.15
2023-05-20,Toys,Wholesale,475,21.75,0,465.33,11631.31
2023-08-28,Toys,Online,47,14.31,10,722.29,908.6
2023-06-04,Grocery,Wholesale,95,10.72,0,518.69,1258.32
2024-08-14,Apparel,Online,114,8.29,0,575.19,959.6
2023-11-04,Apparel,Online,233,42.63,15,219.46,7809.81
2024-03-08,Grocery,Wholesale,350,3.0,15,688.65,1927.01
2023-11-09,Home,Wholesale,99,36.94,10,383.77,3135.63
2023-01-07,Apparel,Retail,63,16.79,0,291.47,1304.71
2023-06-08,Apparel,Retail,52,36.86,0,829.24,2355.87
2024-05-18,Electronics,Retail,402,3.0,0,639.52,1862.29
2023-11-03,Home,Retail,24,22.65,10,695.42,1052.73
2024-02-26,Home,Online,316,39.54,10,590.9,13053.45
2024-04-02,Home,Online,293,32.13,0,481.37,11329.53
2023-12-03,Toys,Retail,59,21.63,15,444.08,1456.62
2023-12-13,Grocery,Retail,280,5.57,5,655.82,1621.4
2023-05-22,Home,Wholesale,150,11.78,10,726.5,2682.88
2023-05-30,Apparel,Online,262,38.89,0,486.36,11329.42
2023-03-31,Grocery,Online,77,21.52,0,914.51,3139.81
2023-06-28,Toys,Online,337,24.28,0,460.54,8753.4
2024-01-13,Electronics,Retail,400,27.84,10,221.2,11124.04
2024-07-11,Apparel,Online,11,11.97,0,155.7,605.3
2023-09-21,Electronics,Wholesale,271,29.07,0,162.44,6911.61
2023-12-28,Apparel,Online,327,20.8,10,417.24,6186.99
2024-05-31,Electronics,Online,11,27.94,10,453.6,449.88
2024-02-11,Home,Retail,364,19.22,5,636.52,7974.64
2023-06-07,Toys,Online,276,9.27,10,494.28,2883.01
2023-06-18,Toys,Retail,160,20.73,10,668.67,3447.34
2024-01-18,Apparel,Online,246,31.41,5,508.98,8333.14
2023-06-22,Grocery,Retail,344,28.94,0,502.7,10615.27
2023-05-30,Apparel,Retail,325,25.31,0,384.5,9441.75
2023-12-22,Apparel,Wholesale,390,33.98,5,784.52,12625.34
2024-01-17,Grocery,Online,27,22.96,0,193.7,1101.53
2023-06-01,Grocery,Online,395,25.56,5,560.26,10913.27
2023-01-30,Home,Retail,27,20.2,5,463.67,1286.69
2024-04-05,Electronics,Wholesale,328,34.57,0,656.35,13852.59
2023-08-24,Home,Retail,181,27.92,10,495.83,4377.32
2024-01-15,Apparel,Retail,41,19.43,10,501.73,1096.18
2023-04-14,Electronics,Retail,347,10.11,5,446.67,4713.06
2023-07-08,Electronics,Retail,280,36.05,15,778.65,8974.79
2023-12-30,Home,Wholesale,336,17.56,0,500.48,6506.04
2023-03-16,Electronics,Wholesale,194,25.72,0,893.93,6309.58
2023-07-10,Grocery,Retail,146,48.53,0,554.45,6817.79
2024-03-07,Electronics,Retail,316,33.02,5,504.35,11306.61
2024-04-07,Apparel,Wholesale,115,41.11,0,470.93,5930.63
2023-07-31,Toys,Online,407,19.62,15,612.85,6995.29
2023-03-10,Grocery,Online,344,35.71,0,382.32,14421.42
2023-01-16,Home,Wholesale,499,25.27,5,529.15,13234.7
2023-11-30,Electronics,Retail,23,28.66,5,501.63,1096.8
2024-02-21,Electronics,Online,296,45.21,0,565.05,15167.17
2023-12-23,Toys,Retail,282,22.21,10,570.01,6151.6
2023-09-01,Grocery,Retail,430,25.19,10,580.4,8991.12
2023-01-14,Toys,Retail,217,15.97,10,518.98,3473.04
2023-05-16,Toys,Retail,468,33.88,5,813.79,17479.92
2023-01-22,Electronics,Online,127,19.39,5,584.51,2960.48
2023-10-05,Toys,Online,428,35.23,5,1021.2,12816.54
2023-07-04,Home,Online,264,8.5,10,509.97,2361.84
2023-02-12,Grocery,Wholesale,472,30.49,0,691.78,16823.88
2024-01-01,Home,Online,116,18.56,5,354.79,2748.69
2023-08-11,Grocery,Retail,137,32.31,0,780.16,4682.07
2024-07-31,Toys,Retail,286,24.86,10,359.14,6224.43
2023-09-08,Toys,Retail,280,19.65,0,591.18,4783.15
2023-02-24,Home,Retail,82,21.13,20,447.11,2428.28
2024-02-28,Apparel,Retail,329,16.5,0,590.4,6903.41
2024-02-26,Grocery,Retail,208,33.38,0,453.04,8396.3
2024-07-11,Home,Online,84,14.51,0,342.15,777.68
2024-02-20,Apparel,Online,260,22.33,0,445.68,6844.35
2023-08-06,Grocery,Retail,351,28.45,0,808.32,9738.17
2024-02-06,Electronics,Online,25,41.13,10,593.46,1687.55
2024-04-23,Home,Retail,460,24.91,0,242.23,13106.62
2023-11-06,Grocery,Online,309,22.57,0,719.08,6628.69
2024-04-21,Toys,Retail,137,27.74,0,321.7,4777.9
2024-08-03,Grocery,Online,377,4.27,0,648.67,1765.51
2024-03-28,Toys,Retail,423,13.01,15,610.63,5694.56
2023-10-29,Toys,Online,478,21.25,0,623.26,9364.59
2023-10-23,Apparel,Retail,397,17.87,10,870.64,6593.42
2024-05-17,Toys,Online,109,8.99,5,334.27,1537.84
2024-06-07,Apparel,Retail,90,33.58,5,622.16,3861.69
2023-06-07,Grocery,Online,112,27.6,10,751.92,3574.15
2023-01-06,Apparel,Retail,439,26.4,0,371.33,12514.3
2024-04-28,Home,Retail,159,18.06,15,350.85,2524.51
2023-05-22,Grocery,Wholesale,171,25.79,5,442.56,5554.6
2024-08-20,Toys,Retail,446,30.14,0,564.95,13003.23
2023-01-22,Toys,Retail,110,22.35,15,217.9,2516.85
2024-06-30,Toys,Retail,209,29.45,0,610.28,6902.88
2024-02-11,Home,Online,155,17.04,20,218.32,2485.8
2023-07-02,Toys,Retail,157,25.97,15,758.67,4006.41
2023-01-21,Electronics,Online,301,36.42,0,602.75,11842.55
2024-05-22,Toys,Retail,373,37.32,0,882.63,15927.38
2023-03-13,Apparel,Online,139,38.28,10,633.76,6141.66
2023-02-27,Home,Online,28,27.86,0,439.05,1355.6
2024-04-19,Toys,Retail,323,25.32,10,340.26,9276.23
2024-02-11,Grocery,Online,278,20.51,0,547.78,6735.64
2023-03-18,Toys,Online,332,6.93,0,493.95,2583.98
2023-07-25,Grocery,Online,230,11.55,5,737.23,3458.6
2024-02-04,Grocery,Retail,390,23.32,10,314.28,8765.84
2024-01-31,Electronics,Online,316,23.92,10,904.18,7877.12
2023-08-06,Toys,Online,381,39.12,5,754.96,13630.8
2023-09-05,Grocery,Wholesale,368,38.15,0,459.3,12632.08
2023-02-17,Grocery,Wholesale,253,18.14,5,859.56,5094.67
2023-01-06,Home,Online,169,33.18,0,343.37,5744.84
2024-08-03,Toys,Retail,295,20.23,0,541.12,5470.34
2023-05-19,Home,Online,321,31.83,0,244.71,11644.91
2024-07-10,Electronics,Wholesale,290,33.06,5,869.31,9939.11
2023-01-26,Electronics,Online,266,37.42,0,170.52,10369.33
2024-08-16,Grocery,Online,178,20.07,0,211.91,3657.11
2023-09-14,Grocery,Online,75,35.14,10,373.06,2608.83
2024-04-28,Apparel,Retail,219,6.27,0,764.46,1970.02
2024-05-19,Grocery,Online,442,37.96,20,690.97,14728.21
2023-07-31,Toys,Retail,361,24.75,0,524.41,8384.12
2024-03-18,Home,Online,379,24.96,0,703.79,11226.22
2023-07-20,Toys,Retail,371,4.63,15,476.92,2236.03
2024-04-18,Electronics,Retail,461,21.11,5,584.49,11000.3
2024-07-29,Home,Online,120,38.55,10,830.35,4232.76
2024-04-29,Home,Online,362,20.73,5,450.68,8475.71
2024-03-12,Apparel,Online,44,32.13,0,346.73,1502.96
2023-08-12,Electronics,Retail,129,25.35,10,594.07,3284.34
2023-03-07,Home,Online,24,35.63,5,648.05,1147.99
2023-10-31,Apparel,Retail,220,26.92,5,522.09,5060.61
2023-03-19,Apparel,Retail,78,15.68,0,700.68,2074.9
2023-11-02,Apparel,Retail,199,25.56,0,459.75,5329.48
2024-06-05,Home,Retail,75,41.01,0,525.51,4352.35
2023-03-09,Toys,Online,27,29.98,10,574.91,977.09
2024-06-24,Home,Online,243,23.84,0,557.47,6158.93
2023-12-25,Home,Retail,211,47.56,20,822.65,8711.69
2023-01-29,Apparel,Online,214,36.59,0,573.91,9201.96
2024-03-08,Home,Retail,179,33.17,5,439.22,6121.66
2023-01-01,Apparel,Wholesale,210,28.17,0,605.6,6441.64
2024-01-02,Toys,Online,11,32.3,10,701.77,736.69
2023-11-01,Home,Online,244,32.63,10,654.85,6187.22
2024-03-23,Home,Online,425,3.17,5,643.76,1583.77
2023-08-14,Electronics,Online,78,28.95,0,200.39,2018.15
2023-03-13,Toys,Wholesale,80,23.39,10,1.5,1941.72
2023-08-21,Home,Wholesale,392,20.0,0,755.05,7850.22
2024-04-01,Electronics,Online,255,23.05,5,587.77,6997.9
2024-07-26,Electronics,Wholesale,136,9.44,10,495.68,1762.99
2023-05-05,Apparel,Online,394,6.95,0,638.86,3601.09
2023-07-30,Grocery,Wholesale,169,37.47,10,885.46,5795.16
2024-06-10,Electronics,Retail,306,29.62,10,782.71,9153.47
2023-07-07,Electronics,Online,282,3.0,0,692.44,1596.89
2023-05-27,Home,Retail,92,19.24,0,322.65,2490.69
2024-05-13,Home,Retail,379,33.81,5,348.64,13763.24
2023-10-23,Toys,Online,312,22.2,10,22.72,5104.68
2023-12-16,Grocery,Online,112,37.45,5,626.7,4431.73
2023-10-20,Grocery,Retail,381,35.5,5,721.73,11745.32
2023-12-28,Apparel,Online,314,11.43,0,738.04,4519.19
2023-06-11,Grocery,Online,428,23.57,0,635.09,10918.09
2024-03-15,Home,Online,411,20.52,0,469.19,9824.31
2023-08-06,Apparel,Retail,166,11.11,0,387.14,2222.67
2023-11-11,Apparel,Online,468,10.46,0,334.93,4482.4
2023-04-22,Toys,Retail,26,16.94,0,467.32,741.32
2023-01-07,Home,Online,173,18.59,5,304.43,3730.11
2023-12-09,Home,Online,307,27.83,5,851.19,7931.56
2023-03-25,Grocery,Retail,272,35.44,0,239.53,11882.69
2024-07-01,Apparel,Online,120,30.14,5,460.59,3617.32
2024-07-29,Apparel,Retail,107,32.5,0,112.76,3583.1
2023-07-09,Toys,Online,392,22.33,0,559.31,9002.04
2023-06-23,Toys,Retail,439,31.03,20,499.52,11620.41
2023-11-01,Home,Online,343,23.52,5,428.64,6938.72
2023-05-03,Toys,Retail,269,20.59,0,313.44,6756.84
2024-06-01,Apparel,Online,388,43.97,0,500.49,18604.98
2023-03-03,Grocery,Wholesale,127,3.0,10,391.11,528.94
2023-09-29,Electronics,Online,484,6.27,0,472.63,3501.84
2023-04-24,Grocery,Online,71,28.83,20,891.49,2586.71
2024-05-13,Electronics,Retail,296,22.35,5,534.44,7209.43
2023-03-28,Apparel,Online,177,10.63,0,606.57,2201.13
2023-09-25,Toys,Online,453,14.45,5,407.11,6176.0
2024-05-15,Apparel,Retail,129,15.76,10,343.11,2135.93
2023-09-22,Home,Retail,324,33.92,5,495.41,9907.84
2023-04-21,Toys,Retail,86,37.12,15,1000.79,4017.66
2023-04-05,Toys,Wholesale,99,41.4,15,442.51,4402.2
2023-12-29,Home,Online,213,9.11,0,572.29,2437.95
2023-03-16,Electronics,Online,401,11.33,0,334.32,6130.41
2023-08-02,Apparel,Retail,146,10.64,0,0.0,776.03
2024-01-02,Grocery,Online,349,37.89,5,342.03,12965.17
2023-08-16,Apparel,Online,289,29.17,5,976.14,7864.65
2024-05-11,Grocery,Online,489,25.8,0,619.08,14495.04
2024-02-17,Toys,Online,157,27.3,20,828.18,4514.27
2023-03-23,Grocery,Online,129,24.43,0,430.46,3882.63
2024-05-05,Grocery,Online,452,13.79,10,28.63,6385.17
2024-06-30,Home,Retail,173,30.13,10,278.26,4914.34
2023-05-02,Electronics,Retail,115,23.14,0,579.4,3075.38
2023-08-04,Home,Wholesale,412,13.0,0,547.52,5472.1
2023-08-26,Toys,Online,408,30.74,0,497.92,11621.98
2023-09-13,Grocery,Online,40,20.74,15,393.95,756.92
2023-10-06,Grocery,Retail,429,27.27,0,687.94,11061.38
2024-06-20,Toys,Online,320,23.75,10,399.73,7746.94
2024-01-26,Apparel,Online,146,33.91,5,561.56,5710.88
2024-06-21,Apparel,Retail,272,27.2,5,539.07,7883.05
2023-07-30,Toys,Retail,126,16.16,15,426.3,1959.06
2023-11-11,Home,Online,92,28.22,5,323.74,2786.39
2023-03-05,Grocery,Retail,74,28.55,10,414.53,2958.59
2023-06-16,Grocery,Retail,90,30.11,5,874.72,3619.14
2023-12-17,Electronics,Wholesale,295,35.36,0,722.49,10458.38
2023-04-14,Apparel,Online,406,18.84,0,704.08,9320.54
2024-07-30,Apparel,Retail,248,31.68,0,342.71,7732.41
2023-06-12,Electronics,Retail,17,7.75,10,212.46,545.76
2023-04-07,Grocery,Online,220,23.8,0,719.3,6569.84
